id,10_연재확률,first_positive_10,second_rating_people_2,third_unreco_sum_5,label,positive_1,positive_2,positive_3,positive_4,positive_5,positive_6,positive_7,positive_8,positive_9,positive_10,rating_people_1,rating_people_2,rating_people_3,rating_people_4,rating_people_5,rating_people_6,rating_people_7,rating_people_8,rating_people_9,rating_people_10,unreco_sum_1,unreco_sum_2,unreco_sum_3,unreco_sum_4,unreco_sum_5,unreco_sum_6,unreco_sum_7,unreco_sum_8,unreco_sum_9,unreco_sum_10,댓글작성자수,독자,긍정1,긍정2,긍정3,부정1,부정2,부정3
15067,0.4586839304752302,6.0,3279.36,15,1,30.0,45.0,12.0,15.0,7.0,9.0,8.0,8.0,11.0,6.0,3003.8999999999996,3279.36,2425.44,2298.8999999999996,1866.31,1910.7,1495.75,1485.63,1385.28,1296.0,20,86,32,55,15,33,27,17,17,30,138,zkdl****,드디어,주짓수,기다렸어요,아무것도,있는데,주짓수
32937,0.5046502589356534,48.0,5032.86,2,0,140.0,48.0,61.0,59.0,51.0,58.0,65.0,63.0,33.0,48.0,5366.4,5032.86,4831.04,4694.799999999999,4757.97,4797.0,4631.25,4675.04,4484.429999999999,4261.74,10,5,1,1,2,3,0,13,6,12,380,zzan****,정주행,좋아요,좋네요,예수님을,이해가,뭔가
50004,0.6061359462797319,22.0,189.0,1,0,17.0,20.0,19.0,11.0,24.0,38.0,35.0,34.0,30.0,22.0,392.72999999999996,189.0,156.03,177.1,186.0,144.97,135.0,125.97,115.94,114.0,43,1,1,1,1,0,0,0,0,0,100,zzan****,붐업,최고,쵝오,앗,증말,기르고
50196,0.5363379159951028,64.0,8623.3,7,0,236.0,103.0,98.0,95.0,86.0,108.0,71.0,87.0,91.0,64.0,9341.099999999999,8623.3,8533.210000000001,8402.199999999999,8112.0,7988.639999999999,7386.12,7266.54,7185.75,6956.24,11,2,1,0,7,0,3,2,1,1,695,zzzn****,정주행,다시,생각나서,이글,50분내로5군데안올리면시험점수뚝떨어집니다,라디오
53694,0.5810409668373336,622.0,13973.15,47,0,513.0,440.0,785.0,548.0,547.0,309.0,442.0,690.0,471.0,622.0,15652.300000000001,13973.15,16523.68,15801.52,15176.880000000001,14970.380000000001,16022.8,14968.800000000001,14747.36,13528.86,136,70,57,157,47,43,54,34,51,116,3017,zzsk****,웃겨,큐티,아나,아니라,이해가,진구가
55031,0.500326797500396,6.0,3321.34,6,1,30.0,9.0,8.0,9.0,13.0,13.0,9.0,12.0,7.0,6.0,3865.1400000000003,3321.34,2883.8700000000003,2803.2,3214.4,3149.16,2973.12,2820.64,2834.34,2564.9799999999996,23,10,13,6,6,11,11,3,15,10,93,znfm****,재밌어요,웃대에서,재밌게,헐2009년때,감명깊게봤었는데,아이비야
58149,0.48568293021495446,10.0,5621.070000000001,6,1,57.0,75.0,45.0,52.0,28.0,43.0,39.0,42.0,32.0,10.0,3582.67,5621.070000000001,5015.07,5740.9,3403.9999999999995,3511.84,4179.0199999999995,3835.2000000000003,3310.8,2200.3300000000004,50,13,13,13,6,18,7,11,21,14,398,zzmz****,별,재밌어요,5개,음,바쿠만,그려
58456,0.5847013607483802,151.0,20141.670000000002,19,1,125.0,113.0,46.0,103.0,175.0,119.0,83.0,119.0,303.0,151.0,21003.210000000003,20141.670000000002,19178.16,18990.36,19856.04,19009.62,18202.8,18577.1,20402.2,18437.16,123,28,18,12,19,6,6,8,66,12,799,zsx8****,무가,마왕,정주행,심심한,마왕,마왕의
62812,0.5959338883700818,112.0,5060.12,2,1,113.0,84.0,44.0,59.0,108.0,84.0,79.0,62.0,74.0,112.0,5277.240000000001,5060.12,4958.03,5078.4,5114.6,4796.32,4771.8,4468.65,4948.44,5531.24,3,8,4,7,2,8,0,1,0,5,484,zxro****,정주행,귀엽다,넘,여자셨구나,첨부터,south
64092,0.49891044889005554,13.0,2320.5,0,0,65.0,23.0,22.0,43.0,85.0,24.0,21.0,16.0,22.0,13.0,2482.44,2320.5,2316.84,2296.65,3026.16,2321.75,1576.04,1415.6100000000001,1083.36,1057.6799999999998,1,2,14,4,0,0,0,3,0,3,258,zzzz****,완전,귀여워,정주행,아놔,언제쯤에나,이런거
66465,0.5903980471234161,119.0,19285.2,7,1,417.0,185.0,79.0,342.0,165.0,38.0,143.0,170.0,84.0,119.0,24776.719999999998,19285.2,18223.54,21824.600000000002,19266.44,14792.499999999998,16285.28,16437.41,14225.25,16100.96,45,107,36,20,7,10,2,6,2,9,1315,zzzs****,정주행,완전,역주행,역주행,알보칠,입에
68423,0.5718934934184184,242.0,15602.689999999999,2,1,119.0,80.0,71.0,70.0,59.0,229.0,483.0,461.0,454.0,242.0,17060.48,15602.689999999999,15112.5,15079.199999999999,15184.66,18351.9,18803.02,16051.470000000001,16536.64,14552.64,6,8,4,1,2,2,22,18,7,7,748,zzan****,샤월들은,보는,댓글을,댓글,보는,샤월
70872,0.5960989194184785,181.0,15178.24,9,1,196.0,58.0,72.0,116.0,112.0,63.0,120.0,218.0,112.0,181.0,17952.84,15178.24,14458.19,14594.130000000001,14552.16,14220.32,14626.259999999998,15136.83,14254.239999999998,15862.77,17,4,7,15,9,12,3,3,2,20,506,zena****,홍조,정주행,좋아요,왜,계속,왔는데
71525,0.41028194189739003,5.0,2226.84,6,0,9.0,8.0,20.0,6.0,16.0,11.0,11.0,8.0,13.0,5.0,2448.0,2226.84,2236.08,1813.5,1862.3999999999999,1764.75,1632.96,1446.0,1434.72,1423.5,5,7,3,2,6,4,6,19,3,1,112,yyjd****,일본에,신오오쿠보,관심이,그렇게,일본어,일본
73774,0.6133079295757026,24.0,1148.02,0,1,39.0,9.0,29.0,16.0,22.0,19.0,35.0,30.0,40.0,24.0,1447.6000000000001,1148.02,1277.02,1223.46,1215.39,1064.49,1173.6399999999999,1164.0,1152.45,1111.5,19,3,1,3,0,0,0,0,0,0,148,zkzk****,재밌어요,재밌네요,재밌음,나만,뭐야,이게
77453,0.47375955009497545,25.0,2535.6099999999997,0,0,49.0,46.0,41.0,46.0,38.0,25.0,19.0,15.0,50.0,25.0,2558.19,2535.6099999999997,2342.4,2388.6600000000003,2056.3999999999996,2030.96,1966.5600000000002,1968.6000000000001,2361.32,1989.27,7,0,8,1,0,0,0,0,0,0,337,zzzd****,완전,다음편,재밌어요,글을,2군데다,3번씩
81092,0.4198468571547781,11.0,1446.6599999999999,7,0,10.0,16.0,7.0,7.0,11.0,16.0,11.0,14.0,17.0,11.0,1163.4299999999998,1446.6599999999999,1203.3200000000002,840.96,841.9599999999999,849.72,639.36,868.3000000000001,846.9399999999999,751.4,19,17,11,8,7,14,10,21,17,0,84,yhle****,재밌어요,정주행,기대하겠습니다,재미없어,웬지,실장
83861,0.5566913895387425,68.0,5903.68,1,1,52.0,58.0,69.0,52.0,49.0,101.0,46.0,78.0,92.0,68.0,5529.599999999999,5903.68,5827.36,6076.94,5844.3,8743.32,6240.0,7457.8,8675.76,6963.36,6,1,0,3,1,0,2,1,2,0,438,zzan****,재밌어요,재밌네요,귀신이,글을,2군데다,3번씩
86400,0.5916897815768357,82.0,19935.52,65,1,313.0,147.0,100.0,90.0,79.0,80.0,66.0,61.0,76.0,82.0,23362.59,19935.52,16784.86,15840.22,14794.15,15324.97,14952.3,14636.87,13856.02,14154.449999999999,404,527,123,117,65,35,54,74,54,273,874,zz41****,정주행,대박,와,이게,마카로,싸인펜으로
87843,0.5620376944220673,48.0,5586.0,1,0,230.0,98.0,85.0,134.0,61.0,50.0,55.0,60.0,51.0,48.0,7221.96,5586.0,5229.56,5307.21,4674.6,4392.0,4376.129999999999,3959.2000000000003,3788.7299999999996,3684.8,39,4,4,5,1,0,1,1,2,7,576,zxhs****,귀여워요,완전,재밌어요,완전,님,공감
88910,0.5718934934184184,177.0,20356.600000000002,8,0,523.0,283.0,197.0,619.0,161.0,219.0,340.0,279.0,241.0,177.0,21537.75,20356.600000000002,18651.75,17679.41,16453.43,15941.4,15990.300000000001,15827.000000000002,15715.62,15640.800000000001,47,15,3,17,8,0,4,1,3,4,1522,zzzz****,휘를님,드디어,정주행,이게,왜,내가
105527,0.44314061686111034,12.0,2110.08,0,0,41.0,50.0,15.0,11.0,37.0,11.0,26.0,18.0,16.0,12.0,1869.53,2110.08,1324.79,1385.28,1637.8500000000001,1151.92,1095.54,1014.3000000000001,1144.78,902.0999999999999,0,2,2,1,0,0,0,0,0,0,176,zxzx****,우와,재밌어요,재밋어요,오타,그런,혹시옛날에자기가사랑했는데엄청사겼는데지친구랑사귀니까그런거아녜요
110895,0.49947371930421486,41.0,1513.72,0,0,46.0,36.0,33.0,22.0,19.0,46.0,58.0,58.0,34.0,41.0,1757.5,1513.72,1256.6399999999999,1228.5,1122.8799999999999,1804.55,1379.0,1468.4999999999998,1264.9,1326.1799999999998,0,0,0,0,0,0,0,2,0,0,202,zros****,귀여워요,그림,classucboxicoexclamation,글을,2군데다,3번씩
124079,0.6032958278815661,311.0,7156.26,2,1,227.0,153.0,84.0,89.0,60.0,100.0,170.0,66.0,207.0,311.0,8530.6,7156.26,6372.04,6504.1,5881.83,6233.820000000001,7534.72,5725.08,7351.5,12818.32,3,6,1,0,2,0,0,0,0,0,871,zzyu****,우왕,재밌어요,우와,우산으로,이게,왜
138998,0.5825761329552444,183.0,17710.109999999997,5,1,340.0,225.0,260.0,240.0,159.0,208.0,475.0,387.0,117.0,183.0,19715.86,17710.109999999997,16413.6,15503.6,14773.109999999999,15024.6,15921.119999999999,14738.46,13076.730000000001,12998.25,19,11,2,2,5,2,4,5,4,9,1237,zz01****,넘,귀여워요,귀엽다,키우는데,강아지,저희
139880,0.4838891935153571,33.0,2532.69,1,0,49.0,22.0,32.0,34.0,22.0,36.0,23.0,24.0,23.0,33.0,2799.4199999999996,2532.69,2533.4,2451.1,2417.7900000000004,2337.6,2344.59,2286.55,2308.6,2323.2,13,0,1,0,1,2,4,1,0,14,151,zmfl****,재밌어요,좋아요,귀여워,동성애,혐오라서,바로
144179,0.4526799383944117,7.0,7602.42,28,0,27.0,23.0,15.0,11.0,10.0,5.0,7.0,5.0,6.0,7.0,8706.099999999999,7602.42,6961.5,5943.84,5537.0,5265.0,4879.4400000000005,4224.96,4180.33,5606.16,66,46,58,41,28,30,11,6,16,8,117,zans****,다시,생산직,재밌네요,대학,하는데,공장
144503,0.4923308608217626,96.0,4145.2,0,1,78.0,113.0,67.0,89.0,57.0,56.0,48.0,40.0,55.0,96.0,3930.49,4145.2,3453.58,4135.56,3560.85,3640.4,3739.68,3217.62,3175.25,4015.7999999999997,2,0,0,0,0,0,8,0,0,0,653,zxcz****,우와,웹툰,오,왜,뭐,몇달안에
145545,0.5555674109138325,33.0,8573.93,1,0,112.0,55.0,82.0,70.0,80.0,70.0,64.0,90.0,115.0,33.0,9018.75,8573.93,8220.56,8862.75,7972.13,7543.89,7026.6,7342.499999999999,6921.53,6389.4400000000005,4,1,1,2,1,1,0,2,1,0,457,zse4****,그림체,정주행,귀엽다,뭔가,나도,의자에
152774,0.5822429272028884,481.0,6411.1900000000005,1,1,113.0,89.0,71.0,126.0,132.0,156.0,216.0,367.0,211.0,481.0,7058.5,6411.1900000000005,5923.83,5965.5,6418.31,7253.370000000001,7406.64,7045.44,6454.799999999999,11072.779999999999,9,20,7,8,1,0,1,0,0,1,630,zpcl****,재밌어요,좋아요,정주행,뭔가,봤는데,만화
154272,0.528023930751627,92.0,1326.1799999999998,0,1,30.0,27.0,36.0,20.0,10.0,17.0,18.0,34.0,34.0,92.0,1560.0600000000002,1326.1799999999998,1611.6000000000001,1252.5600000000002,894.66,1269.99,1016.28,1165.1000000000001,1343.3200000000002,1195.74,0,0,0,0,0,0,0,0,0,0,148,zse4****,웹툰,삼촌,좋네요,만화가,아직도,이봐
160462,0.5678952314749715,53.0,7447.240000000001,1,1,140.0,58.0,85.0,69.0,54.0,47.0,75.0,79.0,105.0,53.0,8251.2,7447.240000000001,6930.5599999999995,6981.5199999999995,6928.8099999999995,7099.5599999999995,7265.16,8385.85,9030.300000000001,7987.42,8,3,1,2,1,0,0,0,0,0,402,zzyu****,정주행,귀여워요,별이,왜,어린왕자,뭔가
163387,0.4354711941995434,17.0,1963.9,1,0,39.0,28.0,29.0,24.0,34.0,17.0,12.0,20.0,20.0,17.0,2138.34,1963.9,1958.3999999999999,1868.2200000000003,1820.2,1914.3799999999999,1881.6,1729.8,2017.44,1833.6000000000001,15,51,6,4,1,0,0,0,0,0,216,zzyu****,무슨,완전,니주제에,뭔가,뭐야,니
167100,0.5958190156755613,507.0,41930.700000000004,343,1,725.0,216.0,244.0,391.0,328.0,313.0,309.0,449.0,242.0,507.0,51450.75,41930.700000000004,34860.600000000006,32003.58,35247.119999999995,29151.08,27237.6,25022.8,22561.7,21147.07,621,610,439,368,343,357,683,754,513,340,3132,zzzz****,글,좋아하는,사람한테,왜,이게,1
179597,0.4660418381537149,37.0,3171.5800000000004,4,0,58.0,90.0,51.0,68.0,71.0,60.0,83.0,56.0,56.0,37.0,2360.96,3171.5800000000004,2789.3599999999997,2420.62,2227.2,2223.0,2374.1099999999997,2145.9100000000003,2164.5,2267.96,2,5,2,15,4,3,8,0,0,10,408,zzzd****,볼거없어서정주행하는사람,이어라,수현이,하이힐을,신은,ㅡㅡ
187528,0.5778315870980025,574.0,10860.98,13,0,162.0,238.0,154.0,218.0,480.0,453.0,461.0,480.0,415.0,574.0,9770.970000000001,10860.98,8777.84,10069.92,12198.339999999998,11261.880000000001,11718.63,10917.2,10653.66,11088.24,0,4,1,1,13,2,7,2,6,13,1318,zzz0****,대박,와,완전,뭐야,뭔가,왜
188562,0.5878193210617634,779.0,41554.5,176,1,656.0,903.0,518.0,670.0,749.0,770.0,207.0,656.0,700.0,779.0,31056.449999999997,41554.5,38337.64,36841.259999999995,35375.68,35758.2,22638.9,35921.939999999995,35345.43,36389.43,41,75,20,41,176,70,18,34,18,42,4079,zzzz****,원하,류원하,왜,아직은,이상없다,오바
190415,0.595950228267604,324.0,12888.68,0,1,109.0,184.0,132.0,124.0,129.0,150.0,162.0,164.0,213.0,324.0,13538.95,12888.68,12679.16,13311.48,12751.2,12855.039999999999,13645.74,13416.0,14308.16,14889.48,7,2,3,0,0,0,0,0,0,0,997,zzdd****,은월로,웹툰으로,가예,이제,당신이,원티드도
226285,0.47778138732783704,58.0,2323.2,16,0,132.0,92.0,146.0,77.0,66.0,95.0,159.0,48.0,57.0,58.0,2873.39,2323.2,2359.3500000000004,2317.8599999999997,2274.7999999999997,2332.8,2630.4,2091.9500000000003,1924.33,1863.9,4,25,17,4,16,4,5,1,1,2,552,zzzs****,웃겨,왜,대박,병맛이다,병맛,오글오글
229152,0.5854809471382768,77.0,11179.77,2,1,75.0,119.0,129.0,105.0,77.0,91.0,134.0,57.0,63.0,77.0,10780.84,11179.77,11464.089999999998,10705.5,9946.64,10642.160000000002,14233.84,7957.6,8026.200000000001,7386.210000000001,12,7,3,2,2,1,3,2,1,31,627,zzgk****,그림체,남편,별,음,거,뭔가
229530,0.5878193210617634,205.0,9457.560000000001,23,1,161.0,157.0,139.0,222.0,155.0,105.0,111.0,218.0,176.0,205.0,10449.0,9457.560000000001,9476.9,9506.089999999998,9202.599999999999,8449.92,8215.199999999999,8642.61,8171.7300000000005,8050.48,76,26,37,50,23,13,16,22,8,12,957,zy36****,귀신이,귀여워,귀엽다,뭐야,줄,뭔가
243306,0.5619198397484626,42.0,473.78999999999996,0,0,25.0,16.0,17.0,15.0,11.0,15.0,27.0,16.0,30.0,42.0,677.9999999999999,473.78999999999996,577.85,531.0,607.92,454.22999999999996,643.96,577.2,576.87,694.86,4,0,0,0,0,0,0,0,0,0,119,zhvl****,재밌어요,재미있게,재밌네요,뭐임,보면서,오글오글
245153,0.5790498308685611,279.0,35919.0,46,0,322.0,243.0,361.0,128.0,238.0,254.0,146.0,437.0,303.0,279.0,31980.0,35919.0,58653.990000000005,39329.1,43827.36,37186.89,32871.52,39468.95,36646.24,39390.7,59,58,48,21,46,18,9,79,6,42,1339,zzyu****,별점,그림체,저축,뭔가,에바님,왜
247257,0.6114700276451634,104.0,3642.1000000000004,0,1,23.0,77.0,43.0,56.0,45.0,54.0,50.0,105.0,88.0,104.0,1796.44,3642.1000000000004,2970.29,2929.5,2445.5699999999997,2758.6800000000003,2596.0,3327.73,3313.38,3678.4,16,41,2,0,0,0,0,0,0,0,383,ziw1****,와,재밌어요,우와,뭐야,있는데,안보이는데
247478,0.5847013607483802,133.0,25356.48,30,0,292.0,133.0,119.0,112.0,197.0,92.0,138.0,116.0,157.0,133.0,25981.12,25356.48,23311.219999999998,22955.52,22797.18,21937.5,22574.88,22539.39,22216.600000000002,22383.07,76,27,31,16,30,11,89,8,16,8,692,zzdd****,정주행,정주행중,로슈,음,줄,왜
256851,0.5718934934184184,158.0,7878.78,5,0,100.0,81.0,153.0,125.0,196.0,98.0,110.0,238.0,213.0,158.0,7651.2,7878.78,7753.679999999999,7698.240000000001,8360.310000000001,8245.0,7912.080000000001,9555.039999999999,9182.6,8656.22,3,4,2,4,5,2,6,2,4,3,587,zzzz****,세일러문,동생,나도,나도,뭔가,날씬하네
268239,0.5709752010390534,351.0,5945.030000000001,0,0,71.0,64.0,99.0,55.0,89.0,99.0,288.0,105.0,255.0,351.0,6224.139999999999,5945.030000000001,6363.499999999999,6515.410000000001,5930.389999999999,6295.31,7161.3,5217.3,7489.6,8015.36,7,0,2,1,0,0,1,8,0,0,387,zpfd****,좋은,왜,지금,이건,학교에서,뭐야
278667,0.5847013607483802,511.0,15816.58,52,1,332.0,277.0,255.0,288.0,288.0,395.0,228.0,296.0,624.0,511.0,18192.63,15816.58,14762.78,15008.35,14542.44,15494.31,14497.03,15217.720000000001,16244.830000000002,16686.95,373,117,54,45,52,79,11,50,5,40,2228,zzz7****,엄마,자연스럽게,어떡해,뭐야,있는데,뭔가
280505,0.5648408768366832,14.0,2341.92,0,1,46.0,24.0,16.0,23.0,25.0,19.0,22.0,21.0,14.0,14.0,2879.7999999999997,2341.92,2284.84,2258.35,2040.54,2029.82,2077.94,1817.96,1619.3700000000001,1775.1,1,0,0,0,0,0,0,0,0,0,133,zoli****,재밌어요,그림체,와,뭔가,느낌이,기대하겠습니다
284184,0.5030493370838095,157.0,9724.8,10,0,239.0,99.0,171.0,78.0,110.0,114.0,73.0,116.0,62.0,157.0,11577.6,9724.8,9706.58,9138.87,8974.14,8724.2,8499.93,9398.74,8463.050000000001,9849.6,5,8,13,4,10,17,9,11,12,10,638,zziw****,풀때기님,완전,풀때기,완전,나도,아쉬웠는데
302487,0.4699486746056472,13.0,2066.15,1,0,23.0,35.0,18.0,29.0,13.0,21.0,24.0,26.0,16.0,13.0,1857.71,2066.15,1829.7,1458.55,1358.5,1302.0,1676.2200000000003,1783.32,1649.48,1494.6000000000001,14,15,0,1,1,2,1,2,1,0,142,zzza****,융님,별,화이팅,my,name,is
308437,0.45122613085073227,17.0,4223.85,5,0,33.0,32.0,37.0,19.0,20.0,22.0,16.0,27.0,9.0,17.0,4132.2,4223.85,3481.2,3136.3199999999997,2914.3,2609.2999999999997,2505.75,2531.7599999999998,2296.7000000000003,2217.2000000000003,29,40,36,2,5,1,8,1,1,1,161,znzh****,우왕,오,내가,뿐,주고,담배
319293,0.5314526873277429,46.0,19296.29,28,1,114.0,43.0,119.0,66.0,92.0,68.0,38.0,64.0,51.0,46.0,23334.649999999998,19296.29,35476.28,22372.34,19503.079999999998,16009.68,14297.92,15085.8,14631.800000000001,10718.88,47,67,28,22,28,34,17,17,11,7,555,zxtj****,정주행,강아지,별점,뭔가,그림체도,이건
320950,0.5955320668343215,488.0,14542.4,10,1,143.0,418.0,314.0,259.0,333.0,751.0,581.0,189.0,373.0,488.0,16968.96,14542.4,18615.68,12916.599999999999,14740.32,15055.199999999999,14504.140000000001,6873.64,8652.6,11958.48,41,19,6,21,10,3,0,2,2,4,1488,zzzz****,웹툰,웹툰으로,완전,이게,웹툰,아니라
327056,0.5878193210617634,548.0,19295.25,8,1,299.0,445.0,270.0,432.0,537.0,408.0,424.0,364.0,273.0,548.0,17832.75,19295.25,17291.039999999997,22107.670000000002,21034.440000000002,17936.85,17343.739999999998,16039.35,15888.05,17216.55,140,60,12,44,8,18,17,16,5,9,2397,zzzz****,완전,스팸,먹으면,김치찌개,김치찌개에,넣고
330616,0.5307511570653083,84.0,16875.6,79,0,213.0,125.0,99.0,88.0,96.0,87.0,71.0,63.0,46.0,84.0,18442.8,16875.6,14972.0,14020.92,13786.660000000002,12801.39,12055.91,11362.0,9387.65,10146.76,146,63,64,60,79,70,144,237,72,156,609,zzzg****,마지막,군대,재밌네요,마지막,군대,뭐
340152,0.5976279684992267,125.0,15295.25,0,1,148.0,74.0,158.0,64.0,113.0,116.0,151.0,197.0,84.0,125.0,17165.82,15295.25,15623.52,15733.4,15710.62,16325.67,16760.48,18064.73,16088.400000000001,16520.04,4,2,1,1,0,0,1,2,15,0,717,zzx9****,정주행,그림체,우와,다시,뭔가,날개를
344808,0.5185964249502166,117.0,7499.38,0,1,59.0,71.0,121.0,40.0,40.0,113.0,38.0,90.0,43.0,117.0,7713.42,7499.38,7919.73,6981.490000000001,6916.099999999999,7661.599999999999,7188.12,7900.76,6918.8,6840.400000000001,3,1,0,0,0,0,0,0,1,0,289,zunn****,재밌어요,재밌네요,뭔가,여대생,어떻게,먹고
346422,0.5731789391244813,16.0,3478.71,0,1,63.0,22.0,29.0,28.0,22.0,17.0,38.0,26.0,24.0,16.0,3452.4,3478.71,3470.0400000000004,3315.45,2900.2999999999997,2860.7999999999997,3019.4,2960.96,2947.52,2843.7599999999998,12,2,0,4,0,0,0,4,2,3,119,zxca****,콜롬비아,스페인어,우와,헉,고산,지대
348596,0.6114700276451634,107.0,14599.080000000002,16,1,118.0,52.0,51.0,64.0,59.0,50.0,110.0,89.0,116.0,107.0,15848.160000000002,14599.080000000002,14069.7,13862.1,12223.92,13803.68,14385.099999999999,13792.68,13817.330000000002,12826.910000000002,13,6,1,0,16,0,1,1,0,0,322,zzan****,그림체,귀여워요,정주행,웹툰으로,싶었는데,아나
349085,0.5790498308685611,90.0,27627.379999999997,31,1,356.0,214.0,146.0,169.0,218.0,207.0,131.0,66.0,150.0,90.0,29931.02,27627.379999999997,24841.199999999997,23853.42,21778.2,21577.16,20222.05,14120.4,19197.649999999998,17657.43,198,45,47,20,31,47,25,18,31,23,1143,zxcr****,정주행,투명드래곤,왜,이게,뭐야,뭔가
355419,0.5344593783607632,20.0,2045.4,0,0,21.0,16.0,11.0,12.0,16.0,12.0,7.0,9.0,6.0,20.0,2282.88,2045.4,1903.14,1824.66,1765.3999999999999,1695.75,1514.35,1473.76,1405.05,1493.28,1,0,1,0,0,12,16,2,0,5,93,ziaw****,정주행,시작,와우,저게,troll트페라,생각하는데
355992,0.5799635544208149,239.0,20122.84,19,0,363.0,199.0,142.0,200.0,72.0,146.0,183.0,252.0,185.0,239.0,23430.230000000003,20122.84,17996.34,18572.77,15925.000000000002,17316.0,16672.5,16623.42,16951.68,16851.12,128,89,46,67,19,41,52,80,66,65,1110,zz07****,재밌어요,완전,재밌네요,뭔가,양녕대군이,못생긴
357260,0.5981066256282074,273.0,22852.0,102,1,193.0,102.0,45.0,51.0,46.0,119.0,180.0,238.0,168.0,273.0,27487.949999999997,22852.0,21218.719999999998,22687.859999999997,18960.78,27397.24,15694.8,25326.42,25655.719999999998,42543.280000000006,376,268,105,79,102,101,88,115,144,269,436,zz04****,그림체,와,그림체가,왜,작품이,사람이
368748,0.4684166327486964,34.0,9729.42,39,0,221.0,107.0,74.0,73.0,43.0,46.0,37.0,86.0,35.0,34.0,8841.98,9729.42,7098.01,6414.78,5606.650000000001,5709.06,5293.68,13401.300000000001,10148.32,6593.0,199,36,27,58,39,18,7,15,9,12,430,zxc0****,정주행,식빵,역주행,있었는데,저런적,알고보니
389498,0.5415415614973499,62.0,2922.92,22,0,51.0,51.0,59.0,44.0,43.0,39.0,55.0,97.0,72.0,62.0,3169.1000000000004,2922.92,2847.46,2517.81,2447.36,2376.9700000000003,2481.9599999999996,2784.87,2392.5,2490.8,20,18,7,14,22,11,8,8,5,8,225,zz11****,끝났지만정주행1,붙여넣기,웃겨,초딩,보던,건데
390796,0.45260525311134037,28.0,7834.51,161,0,87.0,44.0,36.0,40.0,64.0,24.0,18.0,20.0,28.0,28.0,9154.08,7834.51,6684.4,6491.15,16835.47,5783.400000000001,4801.9800000000005,4787.099999999999,4432.9,4089.44,264,330,197,141,161,104,161,145,343,452,590,zzan****,다시,오,만화잘읽고,다시,왜,뭔가
395012,0.5799635544208149,101.0,57633.29,16,0,1433.0,1187.0,634.0,466.0,395.0,887.0,372.0,445.0,249.0,101.0,65317.00000000001,57633.29,46092.87,33236.28,30533.159999999996,28302.4,29858.339999999997,31034.299999999996,24373.24,19558.5,47,49,29,27,16,68,16,22,6,12,3256,zzzz****,우와,대박,와,이게,와,아이돌
396526,0.6114700276451634,103.0,14259.36,1,1,265.0,134.0,87.0,95.0,86.0,64.0,70.0,142.0,225.0,103.0,16224.12,14259.36,12993.16,12402.0,12684.33,12291.93,12113.039999999999,13918.05,16687.32,12517.560000000001,0,1,0,0,1,0,0,0,0,0,655,zzzz****,저승사자,할머니,우와,뭔가,왜,죽을
396558,0.48120532168186225,8.0,5295.68,6,0,31.0,21.0,21.0,17.0,6.0,13.0,10.0,13.0,11.0,8.0,5420.64,5295.68,4385.7,3950.1000000000004,3642.0299999999997,3481.92,3600.96,3515.22,3890.45,3892.56,83,19,25,16,6,12,30,10,11,11,85,zxc_****,곰돌이,로즈,귀여워요,공주,다들,미워할수가
399071,0.6160877018786817,74.0,3991.8399999999997,0,1,113.0,52.0,49.0,42.0,80.0,41.0,94.0,44.0,95.0,74.0,5412.58,3991.8399999999997,3929.25,4029.3599999999997,4621.21,3967.28,4489.0199999999995,3906.2099999999996,4540.2,3997.7599999999998,4,0,11,15,0,5,3,0,0,0,314,zxc1****,와,대박,완전,이게,도전에,했는데
403492,0.5958190156755613,97.0,22269.0,381,0,76.0,60.0,64.0,75.0,115.0,174.0,89.0,197.0,103.0,97.0,19570.21,22269.0,17698.87,24826.140000000003,25483.36,21122.82,17875.2,18195.33,29254.62,14990.75,240,166,790,352,381,206,228,397,740,341,951,zzz3****,진심,재밌다,재밌네요,병맛,뭔가,이게
412791,0.4389709883161014,31.0,3416.3999999999996,4,0,49.0,41.0,22.0,37.0,23.0,44.0,36.0,27.0,16.0,31.0,3758.3999999999996,3416.3999999999996,3243.36,3313.4399999999996,3130.7599999999998,3346.44,3413.66,3268.0,3186.3599999999997,3122.8500000000004,6,17,10,5,4,2,25,7,1,15,145,zkfk****,귀여워요,귀여워,호랑이,짧다,먹고,싶은건나뿐
443720,0.487104365932845,21.0,6759.09,5,0,17.0,11.0,8.0,9.0,9.0,13.0,11.0,8.0,4.0,21.0,6119.5199999999995,6759.09,5380.200000000001,5022.72,4939.46,5199.3,4640.46,4571.929999999999,4329.85,4572.36,13,18,14,5,5,4,6,4,0,8,81,zzzh****,우와,당신의,당신은,노래,별로임,짧은데
448290,0.5843686411354464,234.0,10492.98,3,1,241.0,69.0,170.0,118.0,88.0,75.0,186.0,359.0,309.0,234.0,13003.98,10492.98,10695.04,9378.1,9377.52,6939.36,10472.07,11412.63,11394.72,10452.33,94,21,11,3,3,52,5,4,1,1,764,zzyu****,귀여워,귀여워요,재밌어요,왜,왠지,오렌지
450591,0.49546694732144503,78.0,19521.600000000002,80,0,309.0,96.0,100.0,91.0,66.0,48.0,62.0,71.0,54.0,78.0,24841.199999999997,19521.600000000002,19247.14,19137.93,16377.46,14844.48,16025.36,15481.960000000001,22615.320000000003,16420.56,199,208,152,63,80,55,60,66,52,75,773,zzzs****,정주행,완전,분량,분량,나뿐인가,그림체가
