id,label,5_연재확률,10_연재확률,first_positive_5,second_view_1,third_rating_people_5,positive_1,positive_2,positive_3,positive_4,positive_5,view_1,view_2,view_3,view_4,view_5,rating_people_1,rating_people_2,rating_people_3,rating_people_4,rating_people_5,댓글작성자수,독자,긍정1,긍정2,긍정3,부정1,부정2,부정3,genre,title
15067,1,0.5291067469969817,0.4586839304752302,7.0,47660,1866.31,30.0,45.0,12.0,15.0,7.0,47660,49382,35250,29969,25529,3003.9,3279.36,2425.44,2298.9,1866.31,138,zkdl****,드디어,주짓수,기다렸어요,아무것도,있는데,주짓수,episode,어쩌다 주짓수
32937,0,0.5875832289738467,0.5046502589356534,51.0,6464,4757.97,140.0,48.0,61.0,59.0,51.0,6464,4143,3078,2752,2490,5366.4,5032.86,4831.04,4694.799999999999,4757.97,380,zzan****,정주행,좋아요,좋네요,예수님을,이해가,뭔가,story,엘레프
50004,0,0.3858616613560055,0.6061359462797319,24.0,552,186.0,17.0,20.0,19.0,11.0,24.0,552,182,88,61,50,392.73,189.0,156.03,177.1,186.0,100,zzan****,붐업,최고,쵝오,앗,증말,기르고,story,당신과 나의 귀한 만남
50196,0,0.5486483887825754,0.5363379159951028,86.0,7591,8112.0,236.0,103.0,98.0,95.0,86.0,7591,5674,5119,4943,4914,9341.1,8623.3,8533.210000000001,8402.199999999999,8112.0,695,zzzn****,정주행,다시,생각나서,이글,50분내로5군데안올리면시험점수뚝떨어집니다,라디오,story,크레파스
53694,0,0.544281048100364,0.5810409668373336,547.0,49517,15176.88,513.0,440.0,785.0,548.0,547.0,49517,62143,47170,49969,44404,15652.3,13973.15,16523.68,15801.52,15176.88,3017,zzsk****,웃겨,큐티,아나,아니라,이해가,진구가,omnibus,미친4컷 2010
55031,1,0.4445705026810107,0.500326797500396,13.0,8070,3214.4,30.0,9.0,8.0,9.0,13.0,8070,4915,2269,1565,1233,3865.14,3321.34,2883.8700000000003,2803.2,3214.4,93,znfm****,재밌어요,웃대에서,재밌게,헐2009년때,감명깊게봤었는데,아이비야,story,사막화花
58149,1,0.4895067813828043,0.4856829302149544,28.0,1324,3403.9999999999995,57.0,75.0,45.0,52.0,28.0,1324,538,378,335,310,3582.67,5621.070000000001,5015.07,5740.9,3403.9999999999995,398,zzmz****,별,재밌어요,5개,음,바쿠만,그려,story,도전!만화가!!
58456,1,0.5893374738845564,0.5847013607483802,175.0,11817,19856.04,125.0,113.0,46.0,103.0,175.0,11817,8784,8052,7660,7227,21003.210000000003,20141.67,19178.16,18990.36,19856.04,799,zsx8****,무가,마왕,정주행,심심한,마왕,마왕의,episode,마왕의 휴일
62812,1,0.6471628640774735,0.5959338883700818,108.0,8581,5114.6,113.0,84.0,44.0,59.0,108.0,8581,7125,6832,6383,6024,5277.240000000001,5060.12,4958.03,5078.4,5114.6,484,zxro****,정주행,귀엽다,넘,여자셨구나,첨부터,south,episode,"달리자, 호주!"
64092,0,0.5662265473961061,0.4989104488900555,85.0,7004,3026.16,65.0,23.0,22.0,43.0,85.0,7004,5736,2885,1977,1682,2482.44,2320.5,2316.84,2296.65,3026.16,258,zzzz****,완전,귀여워,정주행,아놔,언제쯤에나,이런거,episode,반짝반짝 행복해
66465,1,0.6143615272217019,0.5903980471234161,165.0,63943,19266.44,417.0,185.0,79.0,342.0,165.0,63943,34676,24370,19564,17547,24776.72,19285.2,18223.54,21824.6,19266.44,1315,zzzs****,정주행,완전,역주행,역주행,알보칠,입에,episode,fiction or nonfiction
68068,0,0.5420706252163084,,70.0,629,1797.2800000000002,44.0,30.0,11.0,19.0,70.0,629,350,305,266,538,1606.54,1733.98,905.35,1021.68,1797.2800000000002,226,zzan****,미야,재밌네요,좋네요,만화,끝나서,아쉬운,story,그리고 그들은
68423,1,0.5981576541171212,0.5718934934184184,59.0,10334,15184.66,119.0,80.0,71.0,70.0,59.0,10334,7459,7072,6838,7037,17060.48,15602.69,15112.5,15079.2,15184.66,748,zzan****,샤월들은,보는,댓글을,댓글,보는,샤월,story,비아이 단편집 알콩달콩
70872,1,0.6997471138178204,0.5960989194184785,112.0,42000,14552.16,196.0,58.0,72.0,116.0,112.0,42000,23864,15727,12895,11485,17952.84,15178.24,14458.19,14594.13,14552.16,506,zena****,홍조,정주행,좋아요,왜,계속,왔는데,story,어서와
71525,0,0.3496758808254159,0.41028194189739,16.0,3764,1862.4,9.0,8.0,20.0,6.0,16.0,3764,2374,2129,1825,1445,2448.0,2226.84,2236.08,1813.5,1862.4,112,yyjd****,일본에,신오오쿠보,관심이,그렇게,일본어,일본,episode,간밧떼 유학생 시즌2
72251,1,0.6754285964256065,,158.0,2300,14518.52,727.0,375.0,215.0,154.0,158.0,2300,1324,335,242,220,21606.53,19886.09,16789.64,15687.259999999998,14518.52,1633,zzzq****,다시,카이만,우와,뭔가,다시,왜,story,카이만
73774,1,0.5302921093669053,0.6133079295757026,22.0,5628,1215.39,39.0,9.0,29.0,16.0,22.0,5628,2198,768,422,310,1447.6,1148.02,1277.02,1223.46,1215.39,148,zkzk****,재밌어요,재밌네요,재밌음,나만,뭐야,이게,story,스페이스 차이나드레스
77453,0,0.4856513050624176,0.4737595500949754,38.0,1477,2056.4,49.0,46.0,41.0,46.0,38.0,1477,765,623,541,486,2558.19,2535.61,2342.4,2388.6600000000003,2056.4,337,zzzd****,완전,다음편,재밌어요,글을,2군데다,3번씩,story,마녀가 되다.
81092,0,0.3753285376382034,0.4198468571547781,11.0,359,841.9599999999999,10.0,16.0,7.0,7.0,11.0,359,284,183,100,71,1163.4299999999998,1446.66,1203.3200000000002,840.96,841.9599999999999,84,yhle****,재밌어요,정주행,기대하겠습니다,재미없어,웬지,실장,story,위기의인생
83861,1,0.6060917639194612,0.5566913895387425,49.0,6442,5844.3,52.0,58.0,69.0,52.0,49.0,6442,3707,1381,810,644,5529.599999999999,5903.68,5827.36,6076.94,5844.3,438,zzan****,재밌어요,재밌네요,귀신이,글을,2군데다,3번씩,story,아더스 (others)
86400,1,0.6882629230894763,0.5916897815768357,79.0,139352,14794.15,313.0,147.0,100.0,90.0,79.0,139352,135997,54487,40623,36046,23362.59,19935.52,16784.86,15840.22,14794.15,874,zz41****,정주행,대박,와,이게,마카로,싸인펜으로,story,은하!
87843,0,0.578245298019549,0.5620376944220673,61.0,17148,4674.6,230.0,98.0,85.0,134.0,61.0,17148,7061,5226,4152,3945,7221.96,5586.0,5229.56,5307.21,4674.6,576,zxhs****,귀여워요,완전,재밌어요,완전,님,공감,episode,"할로, 케빈!"
88910,0,0.63230589973358,0.5718934934184184,161.0,11512,16453.43,523.0,283.0,197.0,619.0,161.0,11512,9282,7234,6101,5940,21537.75,20356.6,18651.75,17679.41,16453.43,1522,zzzz****,휘를님,드디어,정주행,이게,왜,내가,story,시밝
91487,1,0.5456270034917335,,8.0,24651,1922.7,11.0,8.0,4.0,13.0,8.0,24651,16239,12199,11260,11971,1853.17,1879.1,1926.42,2186.8,1922.7,54,zths****,꼭,좋아요,잘보겠습니다,13,31,아니라,story,3분의1
105527,0,0.5125755719164777,0.4431406168611103,37.0,1560,1637.85,41.0,50.0,15.0,11.0,37.0,1560,1316,914,784,683,1869.53,2110.08,1324.79,1385.28,1637.85,176,zxzx****,우와,재밌어요,재밋어요,오타,그런,혹시옛날에자기가사랑했는데엄청사겼는데지친구랑사귀니까그런거아녜요,story,확률
110895,0,0.4140224522057928,0.4994737193042148,19.0,252,1122.88,46.0,36.0,33.0,22.0,19.0,252,122,103,95,93,1757.5,1513.72,1256.64,1228.5,1122.88,202,zros****,귀여워요,그림,classucboxicoexclamation,글을,2군데다,3번씩,story,아이란건
124079,1,0.6554571445834203,0.6032958278815661,60.0,1169,5881.83,227.0,153.0,84.0,89.0,60.0,1169,704,637,656,572,8530.6,7156.26,6372.04,6504.1,5881.83,871,zzyu****,우왕,재밌어요,우와,우산으로,이게,왜,story,LAYERS
138998,1,0.5806146768652412,0.5825761329552444,159.0,16296,14773.11,340.0,225.0,260.0,240.0,159.0,16296,9469,5354,2903,1932,19715.86,17710.109999999997,16413.6,15503.6,14773.11,1237,zz01****,넘,귀여워요,귀엽다,키우는데,강아지,저희,episode,괴발개발
139880,0,0.562841624266299,0.4838891935153571,22.0,4343,2417.7900000000004,49.0,22.0,32.0,34.0,22.0,4343,2899,2415,1858,1716,2799.42,2532.69,2533.4,2451.1,2417.7900000000004,151,zmfl****,재밌어요,좋아요,귀여워,동성애,혐오라서,바로,story,모순의 남자
144179,0,0.4724618892490164,0.4526799383944117,10.0,132462,5537.0,27.0,23.0,15.0,11.0,10.0,132462,131969,121084,104065,96545,8706.099999999999,7602.42,6961.5,5943.84,5537.0,117,zans****,다시,생산직,재밌네요,대학,하는데,공장,episode,생산직 툰
144503,1,0.5998332176947787,0.4923308608217626,57.0,1341,3560.85,78.0,113.0,67.0,89.0,57.0,1341,962,322,88,59,3930.49,4145.2,3453.58,4135.56,3560.85,653,zxcz****,우와,웹툰,오,왜,뭐,몇달안에,story,흑색논란
145545,0,0.5847096955842843,0.5555674109138325,80.0,3634,7972.13,112.0,55.0,82.0,70.0,80.0,3634,2148,1475,1301,1163,9018.75,8573.93,8220.56,8862.75,7972.13,457,zse4****,그림체,정주행,귀엽다,뭔가,나도,의자에,story,곰돌이와 길냥이
152774,1,0.7027528741699094,0.5822429272028884,132.0,12040,6418.31,113.0,89.0,71.0,126.0,132.0,12040,7757,3326,1308,757,7058.5,6411.1900000000005,5923.83,5965.5,6418.31,630,zpcl****,재밌어요,좋아요,정주행,뭔가,봤는데,만화,omnibus,여자만화[구두]
154272,1,0.5368396249183889,0.528023930751627,10.0,158,894.66,30.0,27.0,36.0,20.0,10.0,158,83,38,28,31,1560.0600000000002,1326.1799999999998,1611.6,1252.5600000000002,894.66,148,zse4****,웹툰,삼촌,좋네요,만화가,아직도,이봐,story,기적이운다
160462,1,0.5867765405234288,0.5678952314749715,54.0,3021,6928.81,140.0,58.0,85.0,69.0,54.0,3021,1598,680,494,393,8251.2,7447.240000000001,6930.56,6981.52,6928.81,402,zzyu****,정주행,귀여워요,별이,왜,어린왕자,뭔가,story,별의 유언
163387,0,0.3744236973216199,0.4354711941995434,34.0,560,1820.2,39.0,28.0,29.0,24.0,34.0,560,300,251,208,179,2138.34,1963.9,1958.4,1868.2200000000005,1820.2,216,zzyu****,무슨,완전,니주제에,뭔가,뭐야,니,story,누구세요
167100,1,0.5932653007290594,0.5958190156755613,328.0,542447,35247.119999999995,725.0,216.0,244.0,391.0,328.0,542447,334737,234590,175073,151143,51450.75,41930.7,34860.600000000006,32003.58,35247.119999999995,3132,zzzz****,글,좋아하는,사람한테,왜,이게,1,story,사춘기소녀 커플즈
179597,0,0.5482227878878101,0.4660418381537149,71.0,2614,2227.2,58.0,90.0,51.0,68.0,71.0,2614,2215,1674,1533,1511,2360.96,3171.5800000000004,2789.36,2420.62,2227.2,408,zzzd****,볼거없어서정주행하는사람,이어라,수현이,하이힐을,신은,ㅡㅡ,story,다른 세상 소년
187528,0,0.5751794365933779,0.5778315870980025,480.0,6250,12198.339999999998,162.0,238.0,154.0,218.0,480.0,6250,5103,4409,4211,4415,9770.97,10860.98,8777.84,10069.92,12198.339999999998,1318,zzz0****,대박,와,완전,뭐야,뭔가,왜,story,녹색문
188562,1,0.6152146229313836,0.5878193210617634,749.0,31379,35375.68,656.0,903.0,518.0,670.0,749.0,31379,33054,16242,15008,14287,31056.45,41554.5,38337.64,36841.26,35375.68,4079,zzzz****,원하,류원하,왜,아직은,이상없다,오바,story,너의 HEART를 나에게 줄래?
190415,1,0.6046037459750869,0.595950228267604,129.0,10886,12751.2,109.0,184.0,132.0,124.0,129.0,10886,3636,1571,1011,1305,13538.95,12888.68,12679.16,13311.48,12751.2,997,zzdd****,은월로,웹툰으로,가예,이제,당신이,원티드도,story,천연(天緣)
226285,0,0.6411840320004659,0.477781387327837,66.0,4600,2274.8,132.0,92.0,146.0,77.0,66.0,4600,2913,2247,1789,1601,2873.39,2323.2,2359.3500000000004,2317.86,2274.8,552,zzzs****,웃겨,왜,대박,병맛이다,병맛,오글오글,omnibus,크리스탈 레인져
229152,1,0.596048593166205,0.5854809471382768,77.0,1187,9946.64,75.0,119.0,129.0,105.0,77.0,1187,620,434,174,89,10780.84,11179.77,11464.089999999998,10705.5,9946.64,627,zzgk****,그림체,남편,별,음,거,뭔가,story,"나비, 물고기"
229530,1,0.6061363832114991,0.5878193210617634,155.0,19273,9202.6,161.0,157.0,139.0,222.0,155.0,19273,12257,10201,9026,8941,10449.0,9457.56,9476.9,9506.089999999998,9202.6,957,zy36****,귀신이,귀여워,귀엽다,뭐야,줄,뭔가,episode,우리집에 귀신이 사는것 같아
243306,0,0.3557640941452056,0.5619198397484626,11.0,856,607.92,25.0,16.0,17.0,15.0,11.0,856,392,266,180,150,677.9999999999999,473.79,577.85,531.0,607.92,119,zhvl****,재밌어요,재미있게,재밌네요,뭐임,보면서,오글오글,story,엔파이터즈
245153,0,0.6615474022876083,0.5790498308685611,238.0,40264,43827.36,322.0,243.0,361.0,128.0,238.0,40264,40419,31743,23845,21532,31980.0,35919.0,58653.990000000005,39329.1,43827.36,1339,zzyu****,별점,그림체,저축,뭔가,에바님,왜,story,저주라는이름의축복
247257,1,0.6327565397980007,0.6114700276451634,45.0,803,2445.57,23.0,77.0,43.0,56.0,45.0,803,932,558,250,135,1796.44,3642.1,2970.29,2929.5,2445.57,383,ziw1****,와,재밌어요,우와,뭐야,있는데,안보이는데,story,빨간봉투
247478,0,0.6148348486377883,0.5847013607483802,197.0,37448,22797.18,292.0,133.0,119.0,112.0,197.0,37448,30601,24700,21869,20395,25981.12,25356.48,23311.22,22955.52,22797.18,692,zzdd****,정주행,정주행중,로슈,음,줄,왜,omnibus,NIHIL DANT
256851,0,0.6416565877064941,0.5718934934184184,196.0,27237,8360.310000000001,100.0,81.0,153.0,125.0,196.0,27237,19948,13783,11858,10949,7651.2,7878.78,7753.679999999999,7698.240000000001,8360.310000000001,587,zzzz****,세일러문,동생,나도,나도,뭔가,날씬하네,story,백조의 호수
268239,0,0.6297745086235333,0.5709752010390534,89.0,1714,5930.389999999999,71.0,64.0,99.0,55.0,89.0,1714,1013,819,758,1945,6224.139999999999,5945.030000000001,6363.499999999999,6515.410000000001,5930.389999999999,387,zpfd****,좋은,왜,지금,이건,학교에서,뭐야,story,달리기
278667,1,0.6772635699941751,0.5847013607483802,288.0,72877,14542.44,332.0,277.0,255.0,288.0,288.0,72877,52741,37848,28009,24989,18192.63,15816.58,14762.78,15008.35,14542.44,2228,zzz7****,엄마,자연스럽게,어떡해,뭐야,있는데,뭔가,story,유니섹스 (UNISEX)
280505,1,0.6744236980697218,0.5648408768366832,25.0,1438,2040.54,46.0,24.0,16.0,23.0,25.0,1438,826,252,102,65,2879.8,2341.92,2284.84,2258.35,2040.54,133,zoli****,재밌어요,그림체,와,뭔가,느낌이,기대하겠습니다,story,F&I
280629,1,0.6760138894363557,,1335.0,19570,24852.800000000003,392.0,377.0,349.0,364.0,1335.0,19570,7749,4483,3736,4993,26098.24,25453.68,21354.84,23956.13,24852.800000000003,2868,zzxj****,문아,2000개,빨리,문아,음,왜,omnibus,문아(問我)
284184,0,0.6289640912519505,0.5030493370838095,110.0,6891,8974.14,239.0,99.0,171.0,78.0,110.0,6891,5201,5334,5090,4874,11577.6,9724.8,9706.58,9138.87,8974.14,638,zziw****,풀때기님,완전,풀때기,완전,나도,아쉬웠는데,episode,오늘도 풀때기
288092,1,0.5871643118335426,,103.0,5361,3571.7000000000003,106.0,88.0,202.0,65.0,103.0,5361,4264,2537,1290,816,4501.56,4253.32,5460.69,3866.28,3571.7000000000003,518,zzun****,재밌어요,도사,재밌네요,뭐야,1화부터,지금까지,story,도사랜드
302487,0,0.4651336562806953,0.4699486746056472,13.0,1267,1358.5,23.0,35.0,18.0,29.0,13.0,1267,820,639,543,460,1857.71,2066.15,1829.7,1458.55,1358.5,142,zzza****,융님,별,화이팅,my,name,is,episode,융's 교육일지
308437,0,0.3960072300339956,0.4512261308507322,20.0,1132,2914.3,33.0,32.0,37.0,19.0,20.0,1132,943,485,369,307,4132.2,4223.85,3481.2,3136.32,2914.3,161,znzh****,우왕,오,내가,뿐,주고,담배,story,밴디지!
319293,1,0.6119520624501219,0.5314526873277429,92.0,64041,19503.08,114.0,43.0,119.0,66.0,92.0,64041,43485,30813,32080,23824,23334.65,19296.29,35476.28,22372.34,19503.08,555,zxtj****,정주행,강아지,별점,뭔가,그림체도,이건,story,페더
320950,1,0.596048593166205,0.5955320668343215,333.0,27258,14740.32,143.0,418.0,314.0,259.0,333.0,27258,18764,11052,7673,8025,16968.96,14542.4,18615.68,12916.6,14740.32,1488,zzzz****,웹툰,웹툰으로,완전,이게,웹툰,아니라,story,격투기특성화사립고교 -극지고-
327056,1,0.6615474022876083,0.5878193210617634,537.0,22485,21034.44,299.0,445.0,270.0,432.0,537.0,22485,22876,12407,4865,4566,17832.75,19295.25,17291.039999999997,22107.67,21034.44,2397,zzzz****,완전,스팸,먹으면,김치찌개,김치찌개에,넣고,episode,밥주세요~
330616,0,0.5405106157087199,0.5307511570653083,96.0,217026,13786.660000000002,213.0,125.0,99.0,88.0,96.0,217026,186474,153527,137811,126654,18442.8,16875.6,14972.0,14020.92,13786.660000000002,609,zzzg****,마지막,군대,재밌네요,마지막,군대,뭐,story,마지막휴가
340152,1,0.6615474022876083,0.5976279684992267,113.0,4020,15710.62,148.0,74.0,158.0,64.0,113.0,4020,1692,825,575,338,17165.82,15295.25,15623.52,15733.4,15710.62,717,zzx9****,정주행,그림체,우와,다시,뭔가,날개를,omnibus,네로의 실험실
344808,1,0.6031578278444475,0.5185964249502166,40.0,2494,6916.099999999999,59.0,71.0,121.0,40.0,40.0,2494,1423,654,311,252,7713.42,7499.38,7919.73,6981.490000000001,6916.099999999999,289,zunn****,재밌어요,재밌네요,뭔가,여대생,어떻게,먹고,story,청춘거지클럽
346422,1,0.6145535446164802,0.5731789391244813,22.0,4122,2900.3,63.0,22.0,29.0,28.0,22.0,4122,3391,3078,3045,2812,3452.4,3478.71,3470.0400000000004,3315.45,2900.3,119,zxca****,콜롬비아,스페인어,우와,헉,고산,지대,episode,"달리자, 콜롬비아!"
348596,1,0.6997471138178204,0.6114700276451634,59.0,6834,12223.92,118.0,52.0,51.0,64.0,59.0,6834,3500,2032,1149,1623,15848.160000000002,14599.080000000002,14069.7,13862.1,12223.92,322,zzan****,그림체,귀여워요,정주행,웹툰으로,싶었는데,아나,story,아는사람 이야기
349085,1,0.5935963138414054,0.5790498308685611,218.0,25145,21778.2,356.0,214.0,146.0,169.0,218.0,25145,19755,18556,17872,16517,29931.02,27627.38,24841.2,23853.42,21778.2,1143,zxcr****,정주행,투명드래곤,왜,이게,뭐야,뭔가,omnibus,마키시의 이웃들
355419,0,0.4141023823768311,0.5344593783607632,16.0,1302,1765.4,21.0,16.0,11.0,12.0,16.0,1302,814,682,557,549,2282.88,2045.4,1903.14,1824.66,1765.4,93,ziaw****,정주행,시작,와우,저게,troll트페라,생각하는데,story,익스플로러
355992,0,0.5902961924932353,0.5799635544208149,72.0,44012,15925.000000000002,363.0,199.0,142.0,200.0,72.0,44012,30363,27477,26580,25395,23430.230000000003,20122.84,17996.34,18572.77,15925.000000000002,1110,zz07****,재밌어요,완전,재밌네요,뭔가,양녕대군이,못생긴,story,사랑 사랑 내사랑
357260,1,0.747418172458381,0.5981066256282074,46.0,630399,18960.78,193.0,102.0,45.0,51.0,46.0,630399,491977,327249,306903,271798,27487.95,22852.0,21218.72,22687.86,18960.78,436,zz04****,그림체,와,그림체가,왜,작품이,사람이,story,초상화
368748,0,0.5450903585557912,0.4684166327486964,43.0,47877,5606.650000000001,221.0,107.0,74.0,73.0,43.0,47877,26709,19211,16786,14170,8841.98,9729.42,7098.01,6414.78,5606.650000000001,430,zxc0****,정주행,식빵,역주행,있었는데,저런적,알고보니,episode,스윗칵테일
368805,1,0.6026901439492157,,88.0,6655,5540.91,16.0,63.0,139.0,259.0,88.0,6655,8979,6737,6620,6321,7260.280000000001,8947.95,10577.7,9978.78,5540.91,824,zzin****,빨리,우와,오,이게,여자가,뭐임,story,미녀와 마녀
389498,0,0.5380966678959369,0.5415415614973499,43.0,2853,2447.36,51.0,51.0,59.0,44.0,43.0,2853,2233,1847,1735,1705,3169.1000000000004,2922.92,2847.46,2517.81,2447.36,225,zz11****,끝났지만정주행1,붙여넣기,웃겨,초딩,보던,건데,omnibus,우리는 고저스맨!
390796,0,0.6408688124074231,0.4526052531113403,64.0,15144,16835.47,87.0,44.0,36.0,40.0,64.0,15144,10572,5408,3970,3462,9154.08,7834.51,6684.4,6491.15,16835.47,590,zzan****,다시,오,만화잘읽고,다시,왜,뭔가,story,빙하기 사람들
395012,0,0.5985776873169729,0.5799635544208149,395.0,38891,30533.16,1433.0,1187.0,634.0,466.0,395.0,38891,27367,24622,20522,19612,65317.00000000001,57633.29,46092.87,33236.28,30533.16,3256,zzzz****,우와,대박,와,이게,와,아이돌,episode,한글을 그리다.
396526,1,0.6672589204781041,0.6114700276451634,86.0,3915,12684.33,265.0,134.0,87.0,95.0,86.0,3915,3287,2833,2295,1298,16224.12,14259.36,12993.16,12402.0,12684.33,655,zzzz****,저승사자,할머니,우와,뭔가,왜,죽을,story,어둠이 스러지는 꽃
396558,0,0.5758355745515775,0.4812053216818622,6.0,108733,3642.03,31.0,21.0,21.0,17.0,6.0,108733,90355,69162,57750,51145,5420.64,5295.68,4385.7,3950.1,3642.03,85,zxc_****,곰돌이,로즈,귀여워요,공주,다들,미워할수가,story,어린공주
399071,1,0.6003400596649701,0.6160877018786817,80.0,4148,4621.21,113.0,52.0,49.0,42.0,80.0,4148,2758,1554,974,925,5412.58,3991.84,3929.25,4029.36,4621.21,314,zxc1****,와,대박,완전,이게,도전에,했는데,story,기사도
403492,0,0.6882629230894763,0.5958190156755613,115.0,12576,25483.36,76.0,60.0,64.0,75.0,115.0,12576,13363,10840,9986,9486,19570.21,22269.0,17698.87,24826.140000000003,25483.36,951,zzz3****,진심,재밌다,재밌네요,병맛,뭔가,이게,story,졸래동화
412791,0,0.4123372875672806,0.4389709883161014,23.0,3825,3130.76,49.0,41.0,22.0,37.0,23.0,3825,2533,2102,1804,1646,3758.4,3416.4,3243.36,3313.44,3130.76,145,zkfk****,귀여워요,귀여워,호랑이,짧다,먹고,싶은건나뿐,episode,호랑 호랑이
443720,0,0.3971949155718051,0.487104365932845,9.0,2719,4939.46,17.0,11.0,8.0,9.0,9.0,2719,2737,1219,537,442,6119.52,6759.09,5380.200000000001,5022.72,4939.46,81,zzzh****,우와,당신의,당신은,노래,별로임,짧은데,omnibus,환상음악단편선
448290,1,0.6587274301330107,0.5843686411354464,88.0,12989,9377.52,241.0,69.0,170.0,118.0,88.0,12989,6847,3994,2879,2736,13003.98,10492.98,10695.04,9378.1,9377.52,764,zzyu****,귀여워,귀여워요,재밌어요,왜,왠지,오렌지,story,그녀는 흡!혈귀
450591,0,0.6570474116635752,0.495466947321445,66.0,111704,16377.46,309.0,96.0,100.0,91.0,66.0,111704,78585,59416,54586,49433,24841.2,19521.6,19247.14,19137.93,16377.46,773,zzzs****,정주행,완전,분량,분량,나뿐인가,그림체가,story,백설녀와 나무꾼
459878,0,0.5124873654977822,0.5543347870220259,77.0,8969,13120.84,137.0,74.0,70.0,50.0,77.0,8969,5398,4711,4351,4228,13622.000000000002,12583.2,12919.77,12309.84,13120.84,489,zzan****,양,그림체,귀엽다,왜,요람의,뭔가,story,메모리즈 레인
461059,1,0.6882629230894763,0.6039329344106452,413.0,107319,75681.17,1219.0,569.0,409.0,364.0,413.0,107319,91314,50920,37538,33743,100190.88,91590.72,87468.0,79497.36,75681.17,2149,zzz3****,바지,정주행,블로우,왜,아니라,바지,story,블랙 헤이즈
461987,1,0.6921312070682927,0.5981066256282074,421.0,76144,52525.92,746.0,235.0,228.0,393.0,421.0,76144,51744,36657,31625,29707,69588.48,57240.09,56032.92,52299.6,52525.92,1454,zzzz****,하쿸,하쿠,다시,아이가,이게,오엘이,story,그마남 이야기
467221,0,0.5487674662908365,0.4696291265866882,27.0,51855,5719.88,46.0,35.0,66.0,128.0,27.0,51855,32058,25760,26830,23096,7426.1,5780.06,5546.46,6315.379999999999,5719.88,631,zzza****,마지막,깜놀,마지막에,뭐야,마지막,뭔가,story,단편만화
472553,0,0.5513776697032166,0.5683082438824283,72.0,5145,17045.0,177.0,107.0,105.0,127.0,72.0,5145,4744,3984,3742,3440,16253.04,21558.960000000003,18136.72,17579.25,17045.0,612,zz19****,완전,귀엽다,왜,뭔가,엄마는,왜,story,피아타
476758,1,0.5875742299744027,0.6002153174023364,269.0,4375,28566.72,335.0,112.0,155.0,329.0,269.0,4375,1597,582,350,593,33442.71,28811.52,28655.41,29204.000000000004,28566.72,1342,zzii****,정주행,대박,완전,이게,골든왈츠,뭔가,story,달세즈
479506,1,0.6522977141894207,0.589243356402199,85.0,5652,5359.92,36.0,22.0,54.0,109.0,85.0,5652,3013,1282,790,560,5061.5,4612.7,4941.37,5337.52,5359.92,365,zx79****,와,우와,대박,ㅅㅂ,이게,뭐야,story,커서
479902,0,0.5519197907596188,0.5731162135078787,171.0,31115,25101.84,213.0,245.0,107.0,125.0,171.0,31115,21331,19478,19316,16431,36095.76,34134.32,30180.4,32695.76,25101.84,907,zzzk****,귀여워,리리,귀엽다,뭐야,리리가,알았는데,episode,도나도나도나
481708,1,0.6348112837969693,0.5916897815768357,51.0,122438,11238.919999999998,82.0,92.0,61.0,53.0,51.0,122438,107692,74915,67036,66350,14762.47,13527.36,12173.42,11302.82,11238.919999999998,614,zyx4****,아테쉬,나디야,와,나디야,나뿐인가,왜,story,나이베디야
482214,1,0.5881893287634169,0.5854452598272929,93.0,5213,6593.7300000000005,132.0,106.0,95.0,111.0,93.0,5213,4783,2250,705,511,8503.02,7488.4,6772.48,6375.6,6593.7300000000005,623,zzzk****,솔라보이,완전,재밌어요,왜,뭔가,상어가,story,솔라보이
483421,0,0.4767907578992146,0.466982240262651,13.0,10657,3293.05,27.0,20.0,21.0,13.0,13.0,10657,6865,5557,4877,4594,4169.25,3957.87,3622.29,3348.62,3293.05,154,zzzj****,재밌어요,10000점,약간,보이는데,못,시험,story,연우퇴마기
483819,1,0.60890466042835,,67.0,5892,3529.55,56.0,75.0,83.0,71.0,67.0,5892,5406,3800,1858,1849,4792.200000000001,5448.8,4782.240000000001,4606.0,3529.55,379,zyzh****,웹툰,만화,웹툰으로,사자가,호랑이가,사자는,episode,희한한 동물이야기
487693,1,0.6882629230894763,0.6040790423731488,160.0,23499,33048.46,562.0,207.0,109.0,105.0,160.0,23499,15564,10527,7231,5455,42216.17,37581.14,35181.57,33038.63,33048.46,1747,zzzz****,정주행,오,왜,이게,왜,뭔가,story,더 게이머
489014,0,0.5912717731668417,0.5564943386528289,86.0,14409,18368.07,140.0,128.0,89.0,55.0,86.0,14409,13547,11817,10958,10161,18863.77,20063.76,18350.55,17869.44,18368.07,511,zzan****,귀여워요,저희,개샠,나도,같은,부족해서,episode,조조할인
489585,1,0.7490309585239595,0.6044777820422543,442.0,22329,75148.08,475.0,698.0,952.0,672.0,442.0,22329,14741,8039,3709,1886,39627.34,76235.87999999999,76999.86,75767.40000000001,75148.08,3865,zzza****,리메이크,신룡의,그냥,리메이크,뭔가,그냥,story,신룡의 주인
492499,1,0.7412452814943967,0.5740333420449819,88.0,105393,20392.320000000003,109.0,47.0,79.0,62.0,88.0,105393,39209,29399,26333,25244,21535.26,19148.64,18872.6,19226.480000000003,20392.320000000003,415,zzzc****,좋아요,좋네요,우와,왜,계속,하나도,story,숨비
