id,label,5_연재확률,10_연재확률,first_positive_5,second_view_1,third_rating_people_5,positive_1,positive_2,positive_3,positive_4,positive_5,view_1,view_2,view_3,view_4,view_5,rating_people_1,rating_people_2,rating_people_3,rating_people_4,rating_people_5,댓글작성자수,독자,긍정1,긍정2,긍정3,부정1,부정2,부정3,genre,title
64282,2,0.4283529252069256,0.5748465931626012,14.0,299,725.34,16.0,16.0,18.0,15.0,14.0,299,189,139,116,106,1003.32,963.54,834.33,865.41,725.34,86,(yong****),와,주인공,와우,전화,광주,오타구나,story,스턴건
64693,2,0.621950170363134,0.5822429272028884,236.0,8814,8962.33,279.0,256.0,192.0,139.0,236.0,8814,5741,4456,4308,4482,10352.2,8909.67,8964.48,7724.639999999999,8962.33,1328,(zzzz****),넘,장우영,그림체,뭔가,우영이랑,봄이랑,story,봄봄
64805,2,0.6304072822174025,0.6158508231140821,19.0,709,1439.73,24.0,19.0,38.0,23.0,19.0,709,200,176,140,113,1635.6,1486.78,1535.46,1489.25,1439.73,127,(zero****),재밌게,어린왕자,완전,죄송해요저도당했어요이글을보고일주일내로30번올리지않으면부모님이죽는데요,추모의집에는,생화나,story,양의 향수병
65593,2,0.5537353279693422,0.594960458103024,672.0,17306,30766.26,1362.0,493.0,327.0,632.0,672.0,17306,9433,4856,2830,1878,34183.45,33717.1,29472.66,30962.4,30766.26,3800,zzzz****,도망,그런거,가는거다,뭔가,1,왜,story,탈(TAL)
65744,2,0.5981329930455789,0.5540079379721701,39.0,2022,1848.28,26.0,15.0,8.0,12.0,39.0,2022,1312,1136,1094,997,1660.74,1794.9,1742.84,1608.2,1848.28,137,(zldw****),재밌네요,완전,재밌어요,재미는,잇는데,내용이,story,넌 죽었다.
66009,2,0.620953139018031,0.4994200124255811,39.0,1549,3950.94,93.0,54.0,48.0,110.0,39.0,1549,1164,950,856,797,4210.01,3957.84,3915.34,4245.13,3950.94,309,(zxcs****),정주행,대박,좋은,도전만화들어왔는데위에눅쓰님그림체있어서,내용이,뭥미,episode,시골 앤더 시티
66249,2,0.3517347915934703,0.4628642840076634,9.0,258,762.06,21.0,17.0,15.0,16.0,9.0,258,166,137,130,116,892.0600000000001,781.86,889.64,692.25,762.06,109,(zmfl****),classucboxicoexclamation,styledisplaynonespan,classucboxdeletecontents,맞춤법이,자꾸,한자까지,story,세가지색 클로버
66514,2,0.6152146229313836,0.5928511724601495,165.0,5491,10822.24,110.0,50.0,32.0,101.0,165.0,5491,4064,3485,3240,3046,10236.69,7798.76,6837.3,9107.64,10822.24,758,(zzkk****),재밌어요,정주행중,재밌네요,이해가,이혜원,뭔가,story,나와너
67004,2,0.5137444250087959,0.5364545737003279,20.0,19712,3276.6200000000003,38.0,15.0,35.0,35.0,20.0,19712,16032,14508,13373,11997,4758.38,3813.480000000001,3648.0,3959.1,3276.6200000000003,172,(zmfj****),피카츄,쩐다,으잌,하루종일,헬스만,롤을,episode,인삼류
67389,2,0.6229591140326525,0.5556156725038761,76.0,191290,3814.86,86.0,109.0,63.0,100.0,76.0,191290,159278,85842,48485,34765,5099.49,4730.97,3902.2,4860.96,3814.86,1150,(zzzx****),정주행중,이상,웹툰,뭐야,왜,이게,omnibus,놓지마정신줄
67800,2,0.5432062829158412,0.463452359288434,70.0,11533,5163.78,74.0,104.0,55.0,54.0,70.0,11533,8329,7088,5074,4353,4846.92,4598.16,4803.96,7109.76,5163.78,568,(znlz****),e,공대,대박,10군데,안올리면,시험똑떨어집니다,episode,어느 공대생 이야기
67936,2,0.5712714091178005,,11.0,390,796.0500000000001,45.0,12.0,81.0,14.0,11.0,390,242,146,98,93,1256.92,1176.76,1950.24,917.73,796.0500000000001,211,(zyj7****),가요,만화네요,좋네요,수정하셧내,고슴도치,뭔가,omnibus,도치생각
67955,2,0.6950312041956724,,149.0,252,4982.7,102.0,175.0,245.0,159.0,149.0,252,193,180,192,158,4680.13,5606.25,7259.400000000001,4840.78,4982.7,799,(zzzi****),좋아요,와,멋져요,이게,눈이,뭔가,story,안개의 시
68039,2,0.4074996793583478,0.5554030196575368,15.0,834,1709.22,43.0,10.0,12.0,8.0,15.0,834,381,429,291,307,1948.28,1687.28,1679.6799999999998,1679.86,1709.22,148,(yong****),역주행,완료,재밌어요,임신,군대랑,여자,omnibus,케이쿤 이야기
68128,2,0.6217274070627148,0.5491277632503192,55.0,4418,4021.66,42.0,93.0,103.0,70.0,55.0,4418,4165,2280,1847,1753,2979.8,4035.42,4061.72,4164.61,4021.66,489,(zz_1****),재밌어요,재미있어요,좋아요,디그랑,이게,뭐,story,Bugs
68287,2,0.5407482460584069,0.4951361609518577,51.0,23194,4049.07,33.0,23.0,23.0,21.0,51.0,23194,21931,21207,20843,20769,4246.0,3986.7,4064.3,4028.22,4049.07,199,(zxcv****),그림체,막플,매번,hong,뭔,소리여,omnibus,헝그리 블러드
68416,2,0.5998332176947787,0.560371802472105,42.0,2647,5474.280000000001,227.0,68.0,63.0,97.0,42.0,2647,1675,1332,1178,1046,7436.88,5351.82,5503.679999999999,9282.6,5474.280000000001,809,(zoos****),역주행,완전,유피님,옆으로,엎드려서,자는데,episode,유피씨의 그림일기
69310,2,0.5333056926654033,0.5721526436941476,60.0,6640,9476.72,185.0,68.0,63.0,65.0,60.0,6640,4246,3147,2635,2298,11339.25,9741.53,9398.4,8809.380000000001,9476.72,560,(zzbb****),정주행,시작,귀여워요,있는데,집에,역주행,episode,죽고 못사는 남매
69917,2,0.5320801324177243,0.4657608115663314,59.0,18118,3109.6,72.0,64.0,149.0,33.0,59.0,18118,14117,10157,9071,8608,3967.56,3925.35,4272.95,2983.5,3109.6,406,(zzon****),완전,역주행,대박,알고있습니다,왜,쪽팔리면,episode,찌질라이프
70126,2,0.6378048720498037,0.5902576727488548,299.0,6537,16609.0,544.0,278.0,374.0,328.0,299.0,6537,3813,3155,2816,2588,20361.870000000003,18954.0,18846.9,16584.75,16609.0,1720,(zzzz****),늑대의,그대가,주인공,이게,아니라,웹툰,story,늑대의성
71081,2,0.408862907091244,0.4086572154052071,6.0,1061,726.11,10.0,8.0,8.0,6.0,6.0,1061,437,352,310,326,931.98,736.8000000000001,728.84,724.28,726.11,50,(zlzj****),정주행,역주행,기대되네요,실화임,근데진짜실화임,티비나왔다고,episode,우리이모 이야기
71086,2,0.6814820658103895,0.4892781523958698,90.0,508,2133.44,43.0,42.0,74.0,34.0,90.0,508,263,132,106,72,2508.3,2321.8,2250.94,1898.0,2133.44,170,(zupe****),좋아요,화이팅,그림,아버지를,잃고,눈시울이,story,고슴도치
71248,2,0.4233993582475172,0.4609017419611387,19.0,5372,2067.24,53.0,30.0,23.0,45.0,19.0,5372,2928,2424,2332,2339,2267.75,2005.83,1848.94,2235.04,2067.24,220,(zofj****),정주행,별점,만화,이글을,2군데다가,3번씩,story,버드맨 (bird-man)
72243,2,0.4097299277912977,0.5801117252448328,26.0,4847,2332.08,41.0,30.0,23.0,31.0,26.0,4847,3084,2833,2653,2569,2377.44,2431.0,2182.95,2111.81,2332.08,268,(zzxz****),재미있어요,빨리,재밌어요,귀신이,아니라,그런데,story,귀신이보이다1(막장녀의일기)
72332,2,0.5537353279693422,,104.0,3252,3842.37,145.0,133.0,96.0,86.0,104.0,3252,1488,881,642,766,5904.0,6073.72,4278.400000000001,3739.68,3842.37,705,(zxz0****),명복을,그림체,그림,뭔가,고인의,명복을,omnibus,[H愛TE]
73003,2,0.6639525510448088,,77.0,549,3562.4,56.0,88.0,78.0,205.0,77.0,549,386,355,298,292,4279.38,4212.78,4378.8,5805.6,3562.4,677,(zxv0****),그림체,우와,재밌어요,스토리가,1,아니라,story,무령[巫鈴] the kinslayer
73008,2,0.4109232155753741,0.5123083740744961,24.0,2381,2563.2,121.0,24.0,38.0,19.0,24.0,2381,1616,1403,1112,1032,3794.7,2858.44,2955.45,2710.02,2563.2,232,(zzz_****),역주행,완료,재밌어요,내려도,될듯한데요,근데요,episode,자취주부男 만화일기 / 금속문어
73251,2,0.59276554961126,0.4656571130288841,59.0,1129,3147.36,125.0,50.0,51.0,59.0,59.0,1129,526,374,294,275,4070.920000000001,3566.39,3281.85,3484.32,3147.36,397,(zzzj****),얼떨결에,역주행,정주행,맨날,밑에,컵색갈,episode,컵씨의 마음차
73332,2,0.5123718398894614,0.5782580767212298,30.0,1488,1367.1,48.0,76.0,20.0,57.0,30.0,1488,1024,920,889,658,2444.64,2364.74,1611.0,1782.0,1367.1,378,(zz74****),코주부,대박,범블비,이글,50분내로5군데안올리면시험점수뚝떨어집니다,안할수가없군,episode,작살패러디
73682,2,0.5985776873169729,,664.0,13011,19912.86,374.0,219.0,206.0,249.0,664.0,13011,9509,8074,8107,10944,11574.320000000002,17568.0,18011.16,15233.239999999998,19912.86,1626,(zzyu****),완전,우와,와,다음에서,이게,벌써,story,k-9 (canine)
73778,2,0.6503168439630028,0.5947303090075772,189.0,14795,7068.880000000001,58.0,33.0,41.0,66.0,189.0,14795,12179,6203,5038,4301,4229.19,4502.76,4627.2,5220.650000000001,7068.880000000001,530,zytm****,그림체,우와,그림,안올리면,시험,10군대,story,'아동전문' 동화미술학원
73917,2,0.4131295820153631,0.4455632074475666,20.0,554,2154.18,49.0,60.0,49.0,27.0,20.0,554,469,364,315,283,2344.03,2666.02,2434.32,2129.65,2154.18,255,(zmfh****),사투리,귀여워요,정주행,부산,지하철,사투리를,episode,매진녀 밀리케이
76188,2,0.5504335929832137,0.494211695701307,25.0,380,683.02,38.0,10.0,31.0,14.0,25.0,380,213,169,142,119,808.12,583.0500000000001,658.8000000000001,646.1,683.02,104,(zxhs****),희수,넘,완전,그림도,아29등,아쉽당,episode,써라 그림일기
76267,2,0.6467405398079457,0.597046152224138,73.0,757,7012.259999999999,65.0,74.0,131.0,70.0,73.0,757,361,228,172,132,5260.8,5974.22,7146.56,6682.679999999999,7012.259999999999,511,(zxvo****),별점,재밌어요,훈훈한,이글,50분내로5군데안올리면시험점수뚝떨어집니다,했는데,story,환상주사위
76503,2,0.4943229317899583,0.5748465931626012,16.0,196,574.01,18.0,15.0,13.0,13.0,16.0,196,92,92,71,51,746.82,623.6999999999999,631.81,566.99,574.01,81,(zldr****),오,우아,스토리,이글,50분내로5군데안올리면시험점수뚝떨어집니다,이글50분내로5군데안올리면시험점수떨어집니다처음올린새끼뒤질줄알아라,story,한줄기 빛
76662,2,0.5335926465869408,0.4405788932836496,22.0,950,3084.4100000000003,103.0,62.0,29.0,37.0,22.0,950,604,475,424,361,4526.610000000001,3707.55,2982.89,3372.84,3084.4100000000003,253,(zzss****),귀여워요,역주행,완전,했는데,이게,도대체,episode,아버지와 아들
77552,2,0.695443098561859,0.5049807581199203,29.0,2380,3325.2,53.0,15.0,31.0,61.0,29.0,2380,1077,762,641,544,3582.99,3211.12,3034.38,3664.44,3325.2,254,(zxc4****),그림체,재밌어요,그림체가,조오타,뭔가,아직도,story,3월의 토끼
77881,2,0.7268097416933947,0.6020832783614645,77.0,945,2721.3,53.0,96.0,142.0,86.0,77.0,945,473,343,318,227,3395.86,4840.0,4400.400000000001,4450.509999999999,2721.3,486,(zose****),그림체,완전,좋아요,왜,뭔가,음,story,Find(파인드)
77922,2,0.6839238489612595,0.5754820001771065,19.0,29604,2156.0,37.0,11.0,11.0,7.0,19.0,29604,20179,18833,17001,14320,3375.12,2413.25,2077.94,2060.74,2156.0,110,(yyeo****),영화,보는,와,와,이걸,그린거야장난,story,남겨진 것들의
78166,2,0.4894169360149948,0.4117921187735739,13.0,2685,2256.0,18.0,25.0,21.0,18.0,13.0,2685,2350,1659,945,777,2298.48,2764.5,2335.23,2253.42,2256.0,137,(zzz7****),오,정주행,화이팅,그냥,펄럭이는,흔들어도,story,12 (TWELVE)
78873,2,0.4651173265766939,0.5507036251965508,6.0,3204,1701.4,19.0,22.0,14.0,19.0,6.0,3204,2147,1869,1739,1693,2225.09,1970.74,1879.02,1763.28,1701.4,124,(zoru****),좋아요,왔어요,끝까지,김치찌개,이게,뜨거운,story,사랑하는 마음
81842,2,0.5056980260826373,0.5557658181850059,35.0,883,2042.56,70.0,38.0,22.0,27.0,35.0,883,808,535,481,428,2831.04,2174.25,1924.69,2254.0,2042.56,245,(zlfm****),역주행,완료,떡볶이,1,뭐야,임산부한테,episode,인간사육일지
82160,2,0.6841461518103575,0.5981066256282074,726.0,8648,48767.35,398.0,574.0,500.0,462.0,726.0,8648,2997,1563,1134,601,49757.94,48088.36,46769.52,45463.75,48767.35,1740,(zzzz****),내가,아낰,정주행,뭐야,병맛,이게,episode,소년들은 무엇을 하고 있을까
82603,2,0.544281048100364,0.5790498308685611,221.0,45486,13017.85,320.0,153.0,511.0,214.0,221.0,45486,35713,20500,10755,6588,15709.46,13736.52,14379.96,13036.8,13017.85,2249,(zzz9****),주인공,완전,대박,올리면,이글을,2군데다,story,폭풍의전학생
82705,2,0.5417551044018066,0.4398597534842556,15.0,1307,1262.7,68.0,44.0,18.0,15.0,15.0,1307,758,344,258,222,2278.5,1941.66,1574.91,1463.08,1262.7,228,(zzzd****),정주행,정주행시작,글씨체,야채만,저랑,생당근은,episode,김복길의 blah blah
82722,2,0.6090474390020577,0.5589475328970075,20.0,364,1045.44,20.0,36.0,20.0,17.0,20.0,364,250,196,175,165,1251.84,1226.25,1131.0,1048.6,1045.44,108,(zkfm****),곰팅이,넘,곰팅아,soju,재미없다뇨,열심히만드신분한테,episode,곰팅이의 하늘우체통
82825,2,0.6117829021260875,0.5955320668343215,22.0,737,2986.56,48.0,69.0,46.0,87.0,22.0,737,427,365,325,302,4207.68,4369.5,3720.68,5337.52,2986.56,317,(zksc****),그림체,곰씨,화이팅,음,아닌가,그림은,story,부탁해요-! 곰씨!
83646,2,0.3779157883483097,0.5991319121764929,12.0,6448,2219.91,35.0,20.0,18.0,18.0,12.0,6448,3309,1828,1025,710,2556.72,2448.53,2251.3,2529.66,2219.91,182,(zzan****),재밌다,재밌네요,힘내세요,왜,이게,뭔가,story,아스란영웅전
84762,2,0.561074931936481,0.5740333420449819,196.0,40806,21207.2,401.0,722.0,401.0,213.0,196.0,40806,29187,26125,23963,22264,27227.52,28929.6,26639.3,22402.800000000003,21207.2,1549,(zzzz****),정주행,대박,웃겨,죄송해요저도당했어요이글을보고일주일내로30번올리지않으면부모님이죽는데요,왜,전에,episode,자유부인
85172,2,0.6615474022876083,0.6032958278815661,132.0,3478,5439.070000000001,78.0,129.0,105.0,99.0,132.0,3478,2483,1117,606,413,6369.76,5783.84,5900.54,5826.000000000001,5439.070000000001,961,(zzzz****),왜,완전,우와,왜,있는데,사는데,story,오늘의 끝에서 내일을 보다
85213,2,0.5292037241580664,0.5219266524895421,17.0,1133,2408.34,75.0,22.0,33.0,31.0,17.0,1133,623,520,442,400,3021.2,2705.84,2513.12,2457.9700000000003,2408.34,219,(zxz3****),그림체,역주행,넘,이상,올라오지,않는,episode,델리의 말랑말랑
85259,2,0.540819844047107,0.4653836180089776,37.0,875,2870.05,70.0,36.0,54.0,19.0,37.0,875,590,436,374,344,3668.72,3149.01,3327.48,2523.0600000000004,2870.05,366,(zxcv****),그림체,우와,왜,그런데,뒤에,나뿐인가,story,스왓걸스
86257,2,0.6190436037807212,,4.0,633,620.75,14.0,10.0,15.0,18.0,4.0,633,319,285,255,276,973.35,815.76,808.35,874.92,620.75,86,(ysu1****),재밌어요,와,별점,내,생일인데,부탁하나,story,오래된 노래
87153,2,0.6243892158923185,0.5822429272028884,294.0,12284,16414.510000000002,270.0,173.0,497.0,464.0,294.0,12284,6003,2123,1252,870,14893.8,13418.88,14374.8,20358.0,16414.510000000002,1682,(zzyu****),그림체,완전,엄마,한자,뭔가,그냥,story,魂지킴이
87944,2,0.6152146229313836,0.4679516160649613,55.0,2596,2422.77,122.0,63.0,54.0,60.0,55.0,2596,1664,1225,1123,1016,3868.56,2476.05,2530.92,2197.36,2422.77,612,(zzor****),재밌어요,우와,화이팅,10군대,안올리면,시험똑떨어집니니다,story,죽음의 섬
91193,2,0.56080352468408,0.5710468016404626,62.0,908,4512.18,150.0,47.0,132.0,52.0,62.0,908,534,518,482,406,5784.929999999999,4791.96,5243.400000000001,3966.62,4512.18,631,(zxzx****),목소리,재밌어요,그림체,아니라,맞춤법,그림체,story,[울지마]
93772,2,0.5642511821159535,0.4604170387406556,29.0,197,1311.0,24.0,25.0,22.0,29.0,29.0,197,129,85,79,62,954.0,1023.96,1023.96,1054.9,1311.0,118,(zzzz****),앞으로도,화이팅,재밌어요,왜,이게,하필,story,낯선자들의 보고서
94072,2,0.5566456324087028,0.5213146731714141,27.0,290,1475.52,88.0,63.0,54.0,23.0,27.0,290,169,138,117,100,2625.48,3257.28,2873.34,1998.0,1475.52,222,(zose****),완전,5개,토끼,내용이,근데막플이뭐죠,캬햐햐햐,story,클래비쇼
94499,2,0.5754840458967843,0.4730733889499213,23.0,66549,3374.6400000000003,140.0,21.0,15.0,19.0,23.0,66549,45705,42231,40832,41023,3755.06,3586.8,3446.82,3198.0,3374.6400000000003,201,(zial****),정주행,다시,계속,헤어지고,다시,헤어질,episode,이별에서 이별하는 법
94764,2,0.6149266150890665,0.5791722698708853,74.0,2318,3248.6800000000003,46.0,32.0,56.0,50.0,74.0,2318,1313,1084,1027,906,4011.54,3678.4,3620.32,3281.0,3248.6800000000003,316,(zosk****),와,웹툰,오,글을,2군데다,3번씩,omnibus,Captor
95284,2,0.6596106440393968,0.588140850141391,187.0,3834,8401.019999999999,53.0,74.0,167.0,138.0,187.0,3834,2012,1674,1838,1636,5424.400000000001,10767.0,7802.08,8359.2,8401.019999999999,753,(zzzz****),싸우자,재밌어요,왓더헬,이글,50분안으로,5군데안올리면,story,Guardian
96924,2,0.6103945658233885,0.5778315870980025,250.0,20945,14675.21,436.0,192.0,173.0,982.0,250.0,20945,15858,14140,13571,13103,16537.98,15045.8,14945.000000000002,15366.4,14675.21,1870,(zzzz****),하,귀신,대박,뭔가,뭐야,이건,story,애원(愛怨)
96940,2,0.4489342003567168,0.4460780016243796,19.0,22628,1496.2099999999998,33.0,31.0,16.0,13.0,19.0,22628,9972,7938,6705,6495,1770.9299999999998,1628.6,1597.88,1505.35,1496.2099999999998,172,(zona****),반전이,재밌어요,재미있어요,바르고,뭥미,그렇게,episode,그녀의 첫사랑
97461,2,0.619583138330242,0.4725393031602104,39.0,691,2516.91,90.0,40.0,69.0,62.0,39.0,691,334,259,215,182,3435.52,2495.4700000000003,2890.6,2677.1400000000003,2516.91,360,(zqhd****),공감,완전,그림체,글을,2군데다,3번씩,episode,아무것도 아니에요
98669,2,0.5335522008053071,0.4407132927755215,49.0,767,2098.02,28.0,18.0,45.0,41.0,49.0,767,518,411,321,274,2064.96,1741.74,2071.44,1738.5,2098.02,217,(zxcv****),웃기다,완전,웃겨,봤는데,빨리,분명,story,미묘한 이야기
99746,2,0.591914047983652,0.578789458098668,246.0,32381,25219.04,324.0,294.0,192.0,102.0,246.0,32381,24113,20823,18391,18001,25450.62,27913.6,25620.0,22992.78,25219.04,1280,(zzzd****),그림체,정주행,완전,보는데,완전,첨,story,사랑사랑사랑
100626,2,0.5537353279693422,,885.0,1790,18366.84,878.0,596.0,633.0,483.0,885.0,1790,1095,656,513,427,21366.45,20802.32,18364.2,20540.96,18366.84,3505,(zzz8****),완전,웹툰으로,웹툰,왜,이게,1,story,특수 영능력 수사반
101380,2,0.622315991159365,0.6055873925063395,64.0,116647,8673.86,301.0,426.0,66.0,204.0,64.0,116647,92305,46583,23232,19637,11844.08,11283.3,9658.660000000002,9508.98,8673.86,1455,(zzzi****),정주행,다시,왼손으로,이해,못,이름,story,열일곱
101879,2,0.6177890123452806,0.4423153557744109,14.0,525,1068.1,14.0,13.0,17.0,28.0,14.0,525,340,270,211,207,774.36,811.7399999999999,763.8299999999999,1071.15,1068.1,78,(zkcb****),재밌어요,가요,열심히,댓글,써달라,할때,story,스물일곱
101957,2,0.6136104860051083,0.5714196432210532,273.0,4936,4041.6,55.0,52.0,47.0,76.0,273.0,4936,3154,2277,1849,2413,2676.18,2655.45,2541.84,2759.4,4041.6,778,(zzrj****),댓글,마지막에,찔려서,목록에서,들어온사람,사진보고,omnibus,친절한영희씨
103108,2,0.5203161397551747,0.5882661808672242,14.0,768,622.08,17.0,12.0,9.0,20.0,14.0,768,352,268,255,218,843.92,855.0,753.66,682.31,622.08,76,(zbxl****),정주행,덧글수가,재밌어요,이게,뭔데,하트3개가다누,story,이명충(耳鳴蟲)
105141,2,0.5398595531694387,0.5931470233586238,60.0,3326,4510.88,45.0,53.0,38.0,89.0,60.0,3326,2783,2613,2451,2458,5212.8,4801.02,4777.17,4374.0,4510.88,460,(zxe1****),아윌비백,빌,귀엽다,휴지,했는데,esc로,omnibus,올리브스쿨(Olive school)
105214,2,0.4248795377619971,0.5477351634816828,29.0,6700,3298.88,38.0,31.0,86.0,33.0,29.0,6700,5612,4417,3798,3411,4064.3,4265.12,3980.46,3802.1,3298.88,300,(zzan****),정주행,와,별점,이게,뭔가,무서워,story,사일런스
105351,2,0.5694248669496749,,197.0,758,6120.7,130.0,131.0,59.0,103.0,197.0,758,415,368,284,256,4453.68,3904.2,4074.0,5614.290000000001,6120.7,677,(zzyu****),완전,철수,엄마,서술형,엄마가,왜,story,참 잘했어요!
106072,2,0.5292037241580664,0.4586328183924394,25.0,211,2198.8,27.0,36.0,24.0,29.0,25.0,211,165,124,117,100,2781.85,2721.6,2356.68,2517.82,2198.8,169,(zxcv****),여자애,재밌네요,잘봤습니다,이게편이면,끝인가요,약이,story,저스트 나우
106157,2,0.5034137069502985,,31.0,1151,1507.32,42.0,62.0,32.0,52.0,31.0,1151,401,331,322,292,2424.24,3084.76,2344.9300000000003,1677.28,1507.32,298,(zkxo****),와,우와,대박,글을,2군데다,3번씩,story,푸른 도마뱀
106459,2,0.5167589158069095,0.5564885422395933,11.0,441,964.55,29.0,8.0,8.0,16.0,11.0,441,217,122,77,49,1403.06,1061.5,1274.64,946.0,964.55,78,(yuri****),하루,씁쓸한,넘,ㄱ자로,거꾸로보면뭔가묘하다,보라색,episode,달달한 하루
107466,2,0.6798823825141936,,18.0,502,562.02,18.0,12.0,10.0,26.0,18.0,502,216,156,167,164,510.72,503.25,443.21,805.8199999999999,562.02,81,(xodb****),재밌어요,우왕,요태까지,쌍둥이랑누나있는컷에남자애가먼저헤어자지한건누굴까이거,헤어지자아니에여,왜,omnibus,BEST WAY
109103,2,0.5848915189797376,0.5850119949707279,51.0,1186,3607.5,30.0,21.0,25.0,49.0,51.0,1186,647,448,363,273,1405.4999999999998,1265.6,1279.58,1698.71,3607.5,244,(zzo_****),완전,목도리가,사라진것을,중,중2인데,맘모스빵이뭐임,episode,똥끼네
109362,2,0.6641568294341577,0.4500282019944093,102.0,3798,4410.99,57.0,55.0,45.0,41.0,102.0,3798,2587,2577,2226,2219,3592.5,4032.39,4056.57,3557.5200000000004,4410.99,403,(zzzs****),재밌어요,진현군,오오,뭔가,왜,아무리그래도,omnibus,조선명탐정 진현군
110134,2,0.6152146229313836,0.5656859701401682,43.0,17149,3116.88,172.0,73.0,141.0,62.0,43.0,17149,13275,11779,10772,9922,4216.12,3644.16,3509.94,3194.4,3116.88,802,(zzyu****),오,웃겨,1,음,뭐야,이만화,story,폭력의신
110180,2,0.56080352468408,0.6002153174023364,1030.0,7978,32046.840000000004,1304.0,965.0,1112.0,943.0,1030.0,7978,3783,1490,867,570,45850.62,38197.98,33196.0,29665.86,32046.840000000004,4547,(zzzz****),가온이,그림체,완전,왜,가온이,뭔가,story,피노키오
110477,2,0.5099634490194443,0.5745931340349494,7.0,17051,1694.8,6.0,2.0,,4.0,7.0,17051,11097,10158,9982,9939,1739.32,1498.84,1475.88,1302.96,1694.8,37,(wvay****),우리,빨리,싶다,생각이,며느리,최소한의,episode,맹랑맘마
113092,2,0.6554571445834203,0.503129813823041,67.0,30728,4207.400000000001,38.0,26.0,51.0,34.0,67.0,30728,24838,19386,16184,13377,4278.969999999999,4193.91,4204.07,3960.32,4207.400000000001,297,(zzto****),아줌마,좋아요,카메라,짧다,짧아,저두,omnibus,롼든girl
113707,2,0.6727392519578932,,360.0,3473,4650.75,77.0,73.0,68.0,77.0,360.0,3473,1126,1008,1019,1428,3258.79,3129.84,3210.1200000000003,2996.32,4650.75,586,(zzod****),와,피노키오,감동,이게,왜,욕보이게,story,제페토
114269,2,0.6897792716769038,0.5205196171145201,46.0,1094,3330.53,125.0,40.0,58.0,40.0,46.0,1094,531,363,299,241,5523.299999999999,4588.099999999999,3950.38,3531.99,3330.53,261,(zzan****),정주행,그림체,귀여워요,웹툰으로,그냥,빨리,omnibus,허브향기좋은날?SF
116713,2,0.6046988601570339,0.4585875240243806,40.0,463,752.87,54.0,24.0,20.0,85.0,40.0,463,254,198,179,128,1323.28,1221.4,813.12,1275.12,752.87,406,(zove****),영어,굳이,영어를,영어,ㅡㅡ,아니라,story,서머너즈
118198,2,0.6149266150890665,0.6099092446019974,51.0,922,2832.4,40.0,29.0,26.0,68.0,51.0,922,477,412,333,264,3030.1,2619.36,2558.16,3135.6800000000003,2832.4,302,(zzxx****),재밌어요,우왕,다음편,네이버에선,뭐하는지,모르겠네요,story,너땜에 찬란한 내인생!
118526,2,0.6177890123452806,0.4974508060792831,5.0,497,711.36,36.0,22.0,7.0,10.0,5.0,497,170,113,102,87,1482.0,1039.5,741.0000000000001,731.12,711.36,83,(yong****),멋져요,정주행,시작,뎃글,없는거,아쉽다,episode,Freeman Lee
118831,2,0.6087267893603022,0.5017606176400642,99.0,3875,4727.42,106.0,54.0,65.0,32.0,99.0,3875,2409,1923,1295,1145,6886.18,6556.26,7352.289999999999,5483.400000000001,4727.42,463,(zz17****),정주행,고양이,귀여워요,학교,플루,신종플루,episode,애니멀'즈 매거진
118911,2,0.6535473643581963,0.5958190156755613,92.0,45295,24078.48,168.0,105.0,82.0,43.0,92.0,45295,17916,7908,2748,1459,29077.2,27381.22,25885.8,26516.2,24078.48,774,(zzz8****),그림체,여주,왜,뭔데,뭐야,여주,story,천개의 소원
119336,2,0.5742964848033543,0.603534005724381,314.0,98892,30515.43,359.0,572.0,262.0,484.0,314.0,98892,77012,82762,91188,64899,30762.2,29725.92,42056.07,30872.070000000003,30515.43,2718,(zzzz****),이봐,니가,지못미가,왜,뭔가,뭐야,story,절대신의 유희
119697,2,0.6882629230894763,0.5977859281756497,68.0,277877,25823.41,526.0,424.0,391.0,91.0,68.0,277877,216032,153543,140319,130191,34772.62,31507.000000000004,28821.56,27337.23,25823.41,1436,(zzyu****),엘라임,정령왕,귀여워,정령왕,정엘,엘퀴네스,story,정령왕즈
120340,2,0.4109232155753741,0.5754341253845039,26.0,504,1351.5,33.0,22.0,14.0,11.0,26.0,504,221,134,121,88,1876.66,1716.44,1639.82,1396.55,1351.5,83,(zser****),귀여워요,완전,캐릭터,친구랑,눈이오는데옷이,suem님,omnibus,쳇 세렌디피티
124880,2,0.6531478873531039,0.4852307855191137,10.0,227,1624.91,22.0,13.0,10.0,16.0,10.0,227,128,117,104,84,2305.72,1688.48,1616.56,1594.0800000000002,1624.91,65,(zn53****),그림체,이뻐요,좋아요,런던갔을때,사흘동안,발이,story,지구별통신
125027,2,0.7490309585239595,0.6039329344106452,273.0,80757,38788.880000000005,177.0,190.0,273.0,469.0,273.0,80757,39863,15531,6456,3929,38818.8,37134.5,36440.03999999999,40711.94,38788.880000000005,1596,(zzrk****),진선이,그림체,호준이,왜,뭐야,뭔가,story,비밀스러운 짝사랑
128561,2,0.6476761560516805,0.5985128292995646,162.0,2737,8888.6,129.0,127.0,123.0,258.0,162.0,2737,2103,1662,1539,1515,9157.28,9114.96,9115.41,10004.0,8888.6,817,(zxc7****),완전,태진이,잘생겼다,왜,진성군자네,통화하는데,story,원각주
